,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
1067,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,,3.722 visualizações,Publicado em 14 de jan. de 2019,Ciência e tecnologia,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,"Jeff Heaton













Carregando...
    







        Cancelar inscrição de Jeff Heaton?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição22,1 mil 











Carregando...
    









Carregando...
    













        Processando...","3.722 visualizações







102

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



103


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/tSzrecBdyJc/maxresdefault.jpg,1280.0,720.0,"This is the set of common tools that I've used in Kaggles to place around 7-10% on the leaderboard. Templates are provided for feature engineering, preproces...",480.0,360.0,preprocessing,/channel/UCR1-GEpyOPzT2AO4D_eifdw,0.426
1070,Portable Talks: Human centred approach to artificial intelligence and machine learning,,4 visualizações,Publicado em 24 de nov. de 2019,Ciência e tecnologia,"Melbourne



    Portable Talks: Human centred approach to artificial intelligence and machine learning","Portable













Carregando...
    







        Cancelar inscrição de Portable?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1 











Carregando...
    









Carregando...
    













        Processando...","4 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/tfCVx-JCQeQ/hqdefault.jpg,480.0,360.0,"To initiate the re-boot of Portable Talks, we look at how a human centred design approach can be used to build AI and machine learning tools. Our Tech Lead a...",1280.0,720.0,machine learning,/channel/UCRL26DPexiRaRvixhn-GGpw,0.296
1084,Kaggle Meetup: Visual Relationship Challenge,,104 visualizações,Publicado em 6 de dez. de 2018,Ciência e tecnologia,Kaggle Meetup: Visual Relationship Challenge,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","104 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/uBVY-g3ZXUk/maxresdefault.jpg,1280.0,720.0,Kaggle page: https://www.kaggle.com/c/google-ai-open-images-visual-relationship-track Meetup page: https://www.meetup.com/LearnDataScience/events/252908686/ ...,1280.0,720.0,artificial intelligence,/channel/UCJhW_16uxALr0X4olEW2p5A,0.481
1102,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,,1.155 visualizações,Transmitido ao vivo em 5 de out. de 2018,Ciência e tecnologia,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.155 visualizações







46

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



47


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/uvCS_lfxFWI/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.33
1104,Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning,,19.546 visualizações,Publicado em 7 de mar. de 2019,Ciência e tecnologia,"#TFDevSummit #PoweredByTF



    Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning","TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","19.546 visualizações







163

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



164


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/v-FgOACRgfs/maxresdefault.jpg,1280.0,720.0,"Machine learning is helping to solve challenging, real-world problems around the world. See how In Codice Ratio (http://www.inf.uniroma3.it/db/icr/), a resea...",1280.0,720.0,coding,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.317
1114,Artificial Intelligence & Machine Learning  - A Review,,28 visualizações,Publicado em 25 de nov. de 2019,Educação,Artificial Intelligence & Machine Learning  - A Review,"jayanti prasad













Carregando...
    







        Cancelar inscrição de jayanti prasad?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição26 











Carregando...
    









Carregando...
    













        Processando...","28 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/vhnLdxH8eP0/hqdefault.jpg,480.0,360.0,A Review of machine learning on source code.,960.0,720.0,,/channel/UCJesxoOgwZS5JpHrTDOS-8A,0.351
1120,Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,,5 visualizações,Publicado em 24 de nov. de 2019,"SME, WMG (em nome de WM Spain); LatinAutor, CMRRA, BMI - Broadcast Music Inc., Sony ATV Publishing, SOLAR Music Rights Management, LatinAutor - SonyATV, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM e 15 associações de direitos musicais",Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,"Joe Spaeth













Carregando...
    







        Cancelar inscrição de Joe Spaeth?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/w104zCQNB38/maxresdefault.jpg,1280.0,720.0,"ML4VA project by Anna Spearman, Noah Collins, and Joe Spaeth",1280.0,720.0,,/channel/UCZDNp9Zik3T8DjKzarPlDpQ,0.282
1136,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,,531 visualizações,Publicado em 15 de ago. de 2019,Ciência e tecnologia,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","531 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/wyU9GTKSO0g/maxresdefault.jpg,1280.0,720.0,"""Listen to a panel of speakers who successfully moved into data science from other seemingly unrelated careers. They’ll discuss their approach to learning, o...",1280.0,720.0,careercon,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.455
1138,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google",,13.474 visualizações,Publicado em 7 de mar. de 2018,Educação,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google","Preserve Knowledge













Carregando...
    







        Cancelar inscrição de Preserve Knowledge?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,4 mil 











Carregando...
    









Carregando...
    













        Processando...","13.474 visualizações







138

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



139


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/x7psGHgatGM/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,NIPS 2017,/channel/UC9p_wQs8b8SHvfJSuuxEnvw,0.356
1168,Learn Deep Learning Online from IBM,,3.641 visualizações,Publicado em 9 de mai. de 2019,Educação,Learn Deep Learning Online from IBM,"edX














Carregando...
    







        Cancelar inscrição de edX?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição221 mil 











Carregando...
    









Carregando...
    













        Processando...","3.641 visualizações







52

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



53


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/z7LyERPn0o4/maxresdefault.jpg,1280.0,720.0,"Welcome to the course Deep Learning Fundamentals with Keras from IBM! This playlist only part of the full course—take the full course, test yourself, and ear...",960.0,720.0,learn machine learning for free,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,0.298
1176,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),,727 visualizações,Publicado em 24 de abr. de 2019,Ciência e tecnologia,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição400 mil 











Carregando...
    









Carregando...
    













        Processando...","727 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/zPR3upTfMSI/maxresdefault.jpg,1280.0,720.0,Kaggle is the world's largest community of data scientists and machine learners. We have more than 2.6MM registered users who come to Kaggle to compete in ma...,1280.0,720.0,official,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,0.272
516,Kaggle Reading Group: XLNet (Part 4) | Kaggle,,1.198 visualizações,Transmitido ao vivo em 31 de jul. de 2019,Ciência e tecnologia,Kaggle Reading Group: XLNet (Part 4) | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.198 visualizações







47

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



48


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/RE4fzA5RKJM/hqdefault.jpg,480.0,360.0,"This week we're continuing with XLNet: Generalized Autoregressive Pretraining for Language Understanding (Yang et al, unpublished). You can read the paper he...",1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.145
964,Big Data y Data Science,,Nenhuma visualização,Estreou em 22 de nov. de 2019,Pessoas e blogs,Big Data y Data Science,"Franco Castagnola













Carregando...
    







        Cancelar inscrição de Franco Castagnola?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","Nenhuma visualização







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/oD6tBBdr9rc/maxresdefault.jpg,1280.0,720.0,Video 4 academy.easywere.cl,1280.0,720.0,,/channel/UCZrBfngWy_IkrmWTrN9ftXw,0.121
1034,Tricks to Reach Kaggle Leaderboard | by Danijiel Kivaranovic | Kaggle Days Warsaw,,564 visualizações,Publicado em 20 de mai. de 2019,Ciência e tecnologia,Tricks to Reach Kaggle Leaderboard | by Danijiel Kivaranovic | Kaggle Days Warsaw,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","564 visualizações







15

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



16


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/s3YkZPNKLYg/maxresdefault.jpg,1280.0,720.0,"""Feature Engineering Tricks to Reach Kaggle Leaderboard"" Danijiel Kivaranovic Kaggle Days Warsaw was held May 2018, and gathered over 100 participants to mee...",1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.164
545,Intelligence Artificielle VS Machine Learning VS Deep Learning - Les différences entre ces termes,,6.803 visualizações,Publicado em 10 de out. de 2018,Ciência e tecnologia,Intelligence Artificielle VS Machine Learning VS Deep Learning - Les différences entre ces termes,"Computer Scientists













Carregando...
    







        Cancelar inscrição de Computer Scientists?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição6,37 mil 











Carregando...
    









Carregando...
    













        Processando...","6.803 visualizações







180

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



181


7

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8",https://i.ytimg.com/vi/SfOoRsUj9kQ/maxresdefault.jpg,1280.0,720.0,"Aujourd'hui on parles des différences qui résident entre les termes d'Intelligence Artificielle, de Machine Learning et de Deep Learning ! Titre de vidéo tro...",1280.0,720.0,Computer Scientists,/channel/UChXy935RrhKDL3EtFcITM5w,0.246
1083,Kaggle Live-Coding: Deep Learning with GPUs (part 1) | Kaggle,,2.576 visualizações,Publicado em 18 de jun. de 2018,Ciência e tecnologia,Kaggle Live-Coding: Deep Learning with GPUs (part 1) | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","2.576 visualizações







58

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



59


7

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8",https://i.ytimg.com/vi/u9pIhOay8Fw/maxresdefault.jpg,1280.0,720.0,Join Kaggle Data Scientist Rachael as she starts a deep learning project using Kaggle's new GPU resources! This footage has not been edited so you can see th...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.122
750,Tuning Model Hyper-Parameters for XGBoost and Kaggle,,3.667 visualizações,Publicado em 25 de mar. de 2019,Ciência e tecnologia,Tuning Model Hyper-Parameters for XGBoost and Kaggle,"Jeff Heaton













Carregando...
    







        Cancelar inscrição de Jeff Heaton?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição22,1 mil 











Carregando...
    









Carregando...
    













        Processando...","3.667 visualizações







92

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



93


5

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6",https://i.ytimg.com/vi/dMulLZKm_pg/maxresdefault.jpg,1280.0,720.0,Properly setting the parameters for XGBoost can give increased model accuracy/performance. This is a very important technique for both Kaggle competitions an...,1280.0,720.0,data science,/channel/UCR1-GEpyOPzT2AO4D_eifdw,0.216
740,"Qual a diferença entre Inteligência Artificial, Machine Learning, Data Science, Deep Learning, etc?",,84.630 visualizações,Publicado em 23 de ago. de 2019,Ciência e tecnologia,"Qual a diferença entre Inteligência Artificial, Machine Learning, Data Science, Deep Learning, etc?","Filipe Deschamps














Carregando...
    







        Cancelar inscrição de Filipe Deschamps?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição183 mil 











Carregando...
    









Carregando...
    













        Processando...","84.630 visualizações







7.401

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7.402


74

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



75",https://i.ytimg.com/vi/ccZ2pyr3YDw/maxresdefault.jpg,1280.0,720.0,✅ALURA COM 10% DE DESCONTO: https://www.alura.com.br/promocao/filipedeschamps ✅ÍNDICE: 01 - Diferença entre todos os termos: https://www.youtube.com/watch?v=...,1280.0,720.0,python inteligencia artificial,/channel/UCU5JicSrEM5A63jkJ2QvGYw,0.078
539,Deep Learning in JS - Ashi Krishnan - JSConf EU 2018,,76.475 visualizações,Publicado em 6 de jun. de 2018,Ciência e tecnologia,Deep Learning in JS - Ashi Krishnan - JSConf EU 2018,"JSConf













Carregando...
    







        Cancelar inscrição de JSConf?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição141 mil 











Carregando...
    









Carregando...
    













        Processando...","76.475 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/SV-cgdobtTA/maxresdefault.jpg,1280.0,720.0,"It’s clear by now that the robots are coming for us. Breakthroughs in AI fill our streams and news feeds, themselves the products of AI, the echoing algorith...",1280.0,720.0,deep learning,/channel/UCzoVCacndDCfGDf41P-z0iA,0.129
733,Machine Learning and Artificial Intelligence for every developer with ML.NET and Visual Studio 2019,,12.239 visualizações,Publicado em 2 de abr. de 2019,Licença de atribuição Creative Commons (reutilização permitida),Machine Learning and Artificial Intelligence for every developer with ML.NET and Visual Studio 2019,"Microsoft Visual Studio













Carregando...
    







        Cancelar inscrição de Microsoft Visual Studio?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição224 mil 











Carregando...
    









Carregando...
    













        Processando...","12.239 visualizações







187

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



188


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/cCsOvzB3rK8/maxresdefault.jpg,1280.0,720.0,Who needs fancy data scientists? See how you can infuse custom AI/ML into any .NET application with ease and how Visual Studio 2019 improves your debugging &...,1280.0,720.0,,/channel/UChqrDOwARrxdJF-ykAptc7w,0.191
1029,Remodelling machine learning: An AI that thinks like a scientist,,16.079 visualizações,Publicado em 7 de jan. de 2019,Ciência e tecnologia,Remodelling machine learning: An AI that thinks like a scientist,"nature video














Carregando...
    







        Cancelar inscrição de nature video?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição373 mil 











Carregando...
    









Carregando...
    













        Processando...","16.079 visualizações







717

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



718


16

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



17",https://i.ytimg.com/vi/rkmz7DAA-t8/maxresdefault.jpg,1280.0,720.0,"Modern machine learning is great for helping scientists sort through huge, unwieldy data sets. But it’s less useful for things that require inference or reas...",1280.0,720.0,scientific,/channel/UC7c8mE90qCtu11z47U0KErg,0.107
839,Mathematics of Data Science - Data Science is Everywhere,,5.321 visualizações,Publicado em 2 de mai. de 2018,Ciência e tecnologia,Mathematics of Data Science - Data Science is Everywhere,"Society for Industrial and Applied Mathematics













Carregando...
    







        Cancelar inscrição de Society for Industrial and Applied Mathematics?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5,37 mil 











Carregando...
    









Carregando...
    













        Processando...","5.321 visualizações







45

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



46


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/iaWvDXYg67c/hqdefault.jpg,480.0,360.0,"Data science - what's under the hood? This animation, from the SIAM Journal on Mathematics of Data Science, explains that data science really is EVERYWHERE! ...",1280.0,720.0,data minig,/channel/UCzgfBbH5wlakWp3GhLthPUQ,0.015
1031,"SimCenter | AI & Machine Learning in NHE: Approaches to Deep Learning, October 2, 2018",,345 visualizações,Publicado em 22 de out. de 2018,Ciência e tecnologia,"SimCenter | AI & Machine Learning in NHE: Approaches to Deep Learning, October 2, 2018","DesignSafe-CI Media













Carregando...
    







        Cancelar inscrição de DesignSafe-CI Media?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","345 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/rr2iIS1CMns/hqdefault.jpg,480.0,360.0,SimCenter Series: Advances in Computational Modeling and Simulation ABSTRACT -- Artificial intelligence (AI) and machine learning (ML) have shown unprecedent...,1280.0,720.0,Advances in Computational Modeling and Simulation,/channel/UCF4nS051wnvMRpnezTRUSqA,0.075
647,Xcede's Data Science Networking Event 2019 | Hosted by Skyscanner,,367 visualizações,Publicado em 17 de abr. de 2019,Ciência e tecnologia,Xcede's Data Science Networking Event 2019 | Hosted by Skyscanner,"Xcede Digital













Carregando...
    







        Cancelar inscrição de Xcede Digital?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição9 











Carregando...
    









Carregando...
    













        Processando...","367 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Y7KgBqAY-uQ/hqdefault.jpg,480.0,360.0,Produced by Xcede https://www.xcede.com/ For more information regarding future Data Science events please e-mail datascience@xcede.co.uk.,1280.0,720.0,,/channel/UCUSX1h83mwNdoQnYN4T3iBw,0.125
612,Berkeley's New Data Science Major!,,1.920 visualizações,Publicado em 16 de out. de 2018,Ciência e tecnologia,Berkeley's New Data Science Major!,"UC Berkeley Division of Data Sciences













Carregando...
    







        Cancelar inscrição de UC Berkeley Division of Data Sciences?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","1.920 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/WOmRbSqzghQ/hqdefault.jpg,480.0,360.0,UC Berkeley's hugely popular new Data Science major offers an array of pathways for students to make an impact by applying their data science skills across d...,1280.0,720.0,,/channel/UCYosMoD6e3_RLZyFmMXB30w,0.049
520,New device unlocks potential of machine learning and neural networks,,531 visualizações,Publicado em 15 de out. de 2018,Educação,New device unlocks potential of machine learning and neural networks,"UAlbertaScience













Carregando...
    







        Cancelar inscrição de UAlbertaScience?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição587 











Carregando...
    









Carregando...
    













        Processando...","531 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/RQhGlSiTUTA/maxresdefault.jpg,1280.0,720.0,"A new discovery from the University of Alberta and Quantum Silicon Inc., lead by physics professor Robert Wolkow, is helping to unlock the potential of machi...",1280.0,720.0,computing science,/channel/UCw8YcXWSlQEp2hvRaUuXxBw,0.244
1025,Deep Learning to Solve Challenging Problems (Google I/O'19),,65.557 visualizações,Publicado em 8 de mai. de 2019,Ciência e tecnologia,"#io19



    Deep Learning to Solve Challenging Problems (Google I/O'19)","TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","65.557 visualizações







1.214

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.215


30

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



31",https://i.ytimg.com/vi/rP8CGyDbxBY/maxresdefault.jpg,1280.0,720.0,"This talk will highlight some of Google Brain’s research and computer systems with an eye toward how it can be used to solve challenging problems, and will r...",1280.0,720.0,software systems,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.133
686,SQL Summer Camp: Joining Data | Kaggle,,2.587 visualizações,Transmitido ao vivo em 18 de jul. de 2019,Ciência e tecnologia,SQL Summer Camp: Joining Data | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","2.587 visualizações







85

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



86


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/_ERmqiYnrNs/hqdefault.jpg,480.0,360.0,Today we'll learn how to combine data from different tables using joins. These are an extremely powerful tool that can help you answer much more complex ques...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.013
749,Python Basics for Data Science - Objects and Classes,,791 visualizações,Publicado em 4 de abr. de 2019,Educação,Python Basics for Data Science - Objects and Classes,"edX














Carregando...
    







        Cancelar inscrição de edX?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição221 mil 











Carregando...
    









Carregando...
    













        Processando...","791 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/dEJnaktm8FE/maxresdefault.jpg,1280.0,720.0,"In this module, you'll learn about objects and classes. Take the full course, test yourself, and earn a certificate: https://www.edx.org/course/python-basics...",1280.0,720.0,learn programming language,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,0.078
719,Why Data Science Skill-Building Might Be Holding You Back | CareerCon 2019 | Kaggle,,1.668 visualizações,Publicado em 15 de ago. de 2019,Ciência e tecnologia,Why Data Science Skill-Building Might Be Holding You Back | CareerCon 2019 | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.668 visualizações







83

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



84


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/bLZ1zIrKE9E/maxresdefault.jpg,1280.0,720.0,"Dan Becker, Head of Kaggle Learn, makes a strong case against obsessive learning, and instead argues for a focused game plan for finding your first data scie...",1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.047
